context_uid,page,context_index,context
51_4,51,4,"In patients with an aneurysm of the aortic root 
or ascending aorta of <5.5 cm, whose growth 
rate confirmed by tomographic imaging is 
≥0.3 cm/y in 2 consecutive years, or ≥0.5 cm 
in 1 year, surgery is  indicated.10-13
2a B-NR4. In asymptomatic patients with aneurysms of 
the aortic root or ascending aorta who have 
a maximum diameter of ≥ 5.0 cm, surgery is 
reasonable when performed by experienced 
surgeons in a Multidisciplinary Aortic Team.14-172a B-NR5. In patients undergoing repair or replace-
ment of a tricuspid aortic valve who have 
a concomitant aneurysm of the ascending 
aorta with a maximum diameter of ≥ 4.5 cm, 
ascending aortic replacement is reasonable 
when performed by experienced surgeons in 
a Multidisciplinary Aortic Team.18-21
2a B-NRIn patients undergoing repair or replacement 
of a tricuspid aortic valve who have a concom-
itant aneurysm of the ascending aorta with 
a maximum diameter of ≥5.0 cm, ascending 
aortic replacement is  reasonable.18-21
2b C-LD In patients undergoing cardiac surgery for 
indications other than aortic valve repair 
or replacement who have a concomitant 
aneurysm of ascending aorta with a maxi-
mum diameter of ≥5.0 cm, ascending aortic 
replacement may be reasonable.18
2a C-LD6. In patients with a height >1 standard devia-
tion above or below the mean who have an 
asymptomatic aneurysm of the aortic root 
or ascending aorta and a maximal cross-
sectional aortic area/height ratio of ≥10 
cm2/m, surgery is reasonable when performed 
by experienced surgeons in a Multidisciplinary 
Aortic Team.14,15,22
2b C-LD7 ."
51_5,51,5,"In asymptomatic patients with aneurysms of 
the aortic root or ascending aorta who have 
a maximum diameter of ≥ 5.0 cm, surgery is 
reasonable when performed by experienced 
surgeons in a Multidisciplinary Aortic Team.14-172a B-NR5. In patients undergoing repair or replace-
ment of a tricuspid aortic valve who have 
a concomitant aneurysm of the ascending 
aorta with a maximum diameter of ≥ 4.5 cm, 
ascending aortic replacement is reasonable 
when performed by experienced surgeons in 
a Multidisciplinary Aortic Team.18-21
2a B-NRIn patients undergoing repair or replacement 
of a tricuspid aortic valve who have a concom-
itant aneurysm of the ascending aorta with 
a maximum diameter of ≥5.0 cm, ascending 
aortic replacement is  reasonable.18-21
2b C-LD In patients undergoing cardiac surgery for 
indications other than aortic valve repair 
or replacement who have a concomitant 
aneurysm of ascending aorta with a maxi-
mum diameter of ≥5.0 cm, ascending aortic 
replacement may be reasonable.18
2a C-LD6. In patients with a height >1 standard devia-
tion above or below the mean who have an 
asymptomatic aneurysm of the aortic root 
or ascending aorta and a maximal cross-
sectional aortic area/height ratio of ≥10 
cm2/m, surgery is reasonable when performed 
by experienced surgeons in a Multidisciplinary 
Aortic Team.14,15,22
2b C-LD7 . In asymptomatic patients with aneurysms of 
the aortic root or ascending aorta who have 
either an ASI of ≥3.08 cm/m2 or AHI of ≥3.21 
cm/m, surgery may be reasonable when per-
formed by experienced surgeons in a Multidis-
ciplinary Aortic Team.23
Synopsis
Elective surgery for aneurysms of the aortic root and 
ascending aorta is ideally performed when the risk of 
adverse events—dissection, rupture, or sudden death—
outweighs the risks of surgery."
51_6,51,6,"In patients undergoing repair or replace-
ment of a tricuspid aortic valve who have 
a concomitant aneurysm of the ascending 
aorta with a maximum diameter of ≥ 4.5 cm, 
ascending aortic replacement is reasonable 
when performed by experienced surgeons in 
a Multidisciplinary Aortic Team.18-21
2a B-NRIn patients undergoing repair or replacement 
of a tricuspid aortic valve who have a concom-
itant aneurysm of the ascending aorta with 
a maximum diameter of ≥5.0 cm, ascending 
aortic replacement is  reasonable.18-21
2b C-LD In patients undergoing cardiac surgery for 
indications other than aortic valve repair 
or replacement who have a concomitant 
aneurysm of ascending aorta with a maxi-
mum diameter of ≥5.0 cm, ascending aortic 
replacement may be reasonable.18
2a C-LD6. In patients with a height >1 standard devia-
tion above or below the mean who have an 
asymptomatic aneurysm of the aortic root 
or ascending aorta and a maximal cross-
sectional aortic area/height ratio of ≥10 
cm2/m, surgery is reasonable when performed 
by experienced surgeons in a Multidisciplinary 
Aortic Team.14,15,22
2b C-LD7 . In asymptomatic patients with aneurysms of 
the aortic root or ascending aorta who have 
either an ASI of ≥3.08 cm/m2 or AHI of ≥3.21 
cm/m, surgery may be reasonable when per-
formed by experienced surgeons in a Multidis-
ciplinary Aortic Team.23
Synopsis
Elective surgery for aneurysms of the aortic root and 
ascending aorta is ideally performed when the risk of 
adverse events—dissection, rupture, or sudden death—
outweighs the risks of surgery. No prospective multi-
center observational studies have evaluated the myriad 
of parameters (eg, aortic diameter, length, or area, alone 
or indexed to height or BSA, wall stress, shear stress) 
proposed for predicting the risk of aortic adverse events."
51_7,51,7,"In patients with a height >1 standard devia-
tion above or below the mean who have an 
asymptomatic aneurysm of the aortic root 
or ascending aorta and a maximal cross-
sectional aortic area/height ratio of ≥10 
cm2/m, surgery is reasonable when performed 
by experienced surgeons in a Multidisciplinary 
Aortic Team.14,15,22
2b C-LD7 . In asymptomatic patients with aneurysms of 
the aortic root or ascending aorta who have 
either an ASI of ≥3.08 cm/m2 or AHI of ≥3.21 
cm/m, surgery may be reasonable when per-
formed by experienced surgeons in a Multidis-
ciplinary Aortic Team.23
Synopsis
Elective surgery for aneurysms of the aortic root and 
ascending aorta is ideally performed when the risk of 
adverse events—dissection, rupture, or sudden death—
outweighs the risks of surgery. No prospective multi-
center observational studies have evaluated the myriad 
of parameters (eg, aortic diameter, length, or area, alone 
or indexed to height or BSA, wall stress, shear stress) 
proposed for predicting the risk of aortic adverse events. From a purely mechanical perspective, aortic dissection 
or rupture can be considered a failure event, where an 
imbalance exists between stresses on the aneurysm wall 
and the inherent strength of its tissue.24 Whether the aor-
tic dissection is precipitated by increased wall stress or 
decreased wall strength, or a combination of both, is an 
area of active research.25-29 Maximal aortic diameter has 
logically been the primary criterion for elective aneurysm 
repair because, per LaPlace’s law, wall stress increases 
proportionally with aortic radius and inversely to thick-
ness.30 The original natural history studies examined 
the risk of rupture or aortic dissection versus diameter 
and the hinge point for dissection generated the 5.5-
cm threshold that has long governed clinical practice.7, 8 
Although a significant proportion of patients with type 
A aortic dissection present with diameters <5.5 cm,31,32 Recommendations for Surgery for Sporadic Aneurysms of the Aortic 
Root and Ascending Aorta (Continued)
COR LOE Recommendations"
52_0,52,0,"Large aneurysms can compress nearby structures 
as they expand, resulting in symptoms of chest or 
back pain. Alternatively, pain is sometimes associ-
ated with rapid aortic growth. Consequently, the 
appearance of such symptoms raises concern for 
an increased risk of aneurysm rupture,1,2 and surgi-
cal repair is therefore indicated. A maximum aortic diameter of ≥5.5 cm has been 
the primary criterion for elective surgical repair of 
aneurysms of the aortic root or ascending thoracic 
aorta,4,6 based on natural history studies that exam-
ined diameter (without centerline analysis) at the 
time of adverse event and an assumed operative 
mortality of <5%.4,7-9 The mortality rate for elective 
surgery is low, whereas the risk of adverse events 
is high when such surgery is recommended but not 
performed because of patient noncompliance or 
comorbidities.33 The same 5.5-cm diameter thresh-
old applies regardless of whether patients have tri-
cuspid or BAVs.5
3. One meta-analysis and limited observational stud-
ies have found ascending aortic aneurysm growth 
to be slower than previously reported, and fre-
quently <0.5 mm/y, in patients with a tricuspid 
aortic valve and without a genetic aortic disor-
der.11,12,17 ,34 The meta-analysis suggested that rapid 
aneurysm growth is associated with an increased 
risk of rupture.12 Because of the inherent error in 
measurement as well as interobserver variability, 
1 mm to 2 mm growth per year would be difficult 
to document consistently on surveillance imaging."
52_1,52,1,"Consequently, the 
appearance of such symptoms raises concern for 
an increased risk of aneurysm rupture,1,2 and surgi-
cal repair is therefore indicated. A maximum aortic diameter of ≥5.5 cm has been 
the primary criterion for elective surgical repair of 
aneurysms of the aortic root or ascending thoracic 
aorta,4,6 based on natural history studies that exam-
ined diameter (without centerline analysis) at the 
time of adverse event and an assumed operative 
mortality of <5%.4,7-9 The mortality rate for elective 
surgery is low, whereas the risk of adverse events 
is high when such surgery is recommended but not 
performed because of patient noncompliance or 
comorbidities.33 The same 5.5-cm diameter thresh-
old applies regardless of whether patients have tri-
cuspid or BAVs.5
3. One meta-analysis and limited observational stud-
ies have found ascending aortic aneurysm growth 
to be slower than previously reported, and fre-
quently <0.5 mm/y, in patients with a tricuspid 
aortic valve and without a genetic aortic disor-
der.11,12,17 ,34 The meta-analysis suggested that rapid 
aneurysm growth is associated with an increased 
risk of rupture.12 Because of the inherent error in 
measurement as well as interobserver variability, 
1 mm to 2 mm growth per year would be difficult 
to document consistently on surveillance imaging. Discrepancies in measurement can occur when 
comparing different imaging modalities or even 
when using the same modality when comparing 
images obtained with and without contrast."
52_2,52,2,"A maximum aortic diameter of ≥5.5 cm has been 
the primary criterion for elective surgical repair of 
aneurysms of the aortic root or ascending thoracic 
aorta,4,6 based on natural history studies that exam-
ined diameter (without centerline analysis) at the 
time of adverse event and an assumed operative 
mortality of <5%.4,7-9 The mortality rate for elective 
surgery is low, whereas the risk of adverse events 
is high when such surgery is recommended but not 
performed because of patient noncompliance or 
comorbidities.33 The same 5.5-cm diameter thresh-
old applies regardless of whether patients have tri-
cuspid or BAVs.5
3. One meta-analysis and limited observational stud-
ies have found ascending aortic aneurysm growth 
to be slower than previously reported, and fre-
quently <0.5 mm/y, in patients with a tricuspid 
aortic valve and without a genetic aortic disor-
der.11,12,17 ,34 The meta-analysis suggested that rapid 
aneurysm growth is associated with an increased 
risk of rupture.12 Because of the inherent error in 
measurement as well as interobserver variability, 
1 mm to 2 mm growth per year would be difficult 
to document consistently on surveillance imaging. Discrepancies in measurement can occur when 
comparing different imaging modalities or even 
when using the same modality when comparing 
images obtained with and without contrast. Ideally, 
growth rates are most accurate when assessed 
using cardiac-gated CT or MRI with centerline 
measurement techniques.35 Confirmed growth 
of ≥0.5 cm in 1 year has been, and remains, an 
indication for surgery.3-6 Moreover, growth of even 
0.3 cm in 1 year still substantially exceeds the 
expected growth rate for aneurysms of the root 
and ascending aorta, so if that rate of growth rate 
is sustained for 2 consecutive years, intervention is 
also recommended.13
4."
52_3,52,3,"One meta-analysis and limited observational stud-
ies have found ascending aortic aneurysm growth 
to be slower than previously reported, and fre-
quently <0.5 mm/y, in patients with a tricuspid 
aortic valve and without a genetic aortic disor-
der.11,12,17 ,34 The meta-analysis suggested that rapid 
aneurysm growth is associated with an increased 
risk of rupture.12 Because of the inherent error in 
measurement as well as interobserver variability, 
1 mm to 2 mm growth per year would be difficult 
to document consistently on surveillance imaging. Discrepancies in measurement can occur when 
comparing different imaging modalities or even 
when using the same modality when comparing 
images obtained with and without contrast. Ideally, 
growth rates are most accurate when assessed 
using cardiac-gated CT or MRI with centerline 
measurement techniques.35 Confirmed growth 
of ≥0.5 cm in 1 year has been, and remains, an 
indication for surgery.3-6 Moreover, growth of even 
0.3 cm in 1 year still substantially exceeds the 
expected growth rate for aneurysms of the root 
and ascending aorta, so if that rate of growth rate 
is sustained for 2 consecutive years, intervention is 
also recommended.13
4. The risk of aortic dissection or rupture correlates 
with increasing aneurysm diameter,7 ,8,16 as does the 
rate of aortic growth.12,36 As such, aneurysms of 
≥5.0 cm would be expected to have a greater risk 
of complications or rapid growth than would smaller 
aneurysms."
52_4,52,4,"Discrepancies in measurement can occur when 
comparing different imaging modalities or even 
when using the same modality when comparing 
images obtained with and without contrast. Ideally, 
growth rates are most accurate when assessed 
using cardiac-gated CT or MRI with centerline 
measurement techniques.35 Confirmed growth 
of ≥0.5 cm in 1 year has been, and remains, an 
indication for surgery.3-6 Moreover, growth of even 
0.3 cm in 1 year still substantially exceeds the 
expected growth rate for aneurysms of the root 
and ascending aorta, so if that rate of growth rate 
is sustained for 2 consecutive years, intervention is 
also recommended.13
4. The risk of aortic dissection or rupture correlates 
with increasing aneurysm diameter,7 ,8,16 as does the 
rate of aortic growth.12,36 As such, aneurysms of 
≥5.0 cm would be expected to have a greater risk 
of complications or rapid growth than would smaller 
aneurysms. Indeed, in a report by Paruchuri et al,37 relative to a control aortic diameter of ≤3.4 cm, a 
diameter of 4.0 cm to 4.4 cm conferred an 89-fold 
increased risk of aortic dissection, and a diameter 
of ≥4.5 cm conferred a 6300-fold increased risk 
(Figure 5). Consequently, many experienced sur-
geons in a Multidisciplinary Aortic Team choose to 
operate selectively on patients with aneurysms of 
5.0 cm to 5.4 cm,17 provided the patient’s surgical 
risk is low,38 and they have had excellent results14-16 
in doing so."
52_5,52,5,"The risk of aortic dissection or rupture correlates 
with increasing aneurysm diameter,7 ,8,16 as does the 
rate of aortic growth.12,36 As such, aneurysms of 
≥5.0 cm would be expected to have a greater risk 
of complications or rapid growth than would smaller 
aneurysms. Indeed, in a report by Paruchuri et al,37 relative to a control aortic diameter of ≤3.4 cm, a 
diameter of 4.0 cm to 4.4 cm conferred an 89-fold 
increased risk of aortic dissection, and a diameter 
of ≥4.5 cm conferred a 6300-fold increased risk 
(Figure 5). Consequently, many experienced sur-
geons in a Multidisciplinary Aortic Team choose to 
operate selectively on patients with aneurysms of 
5.0 cm to 5.4 cm,17 provided the patient’s surgical 
risk is low,38 and they have had excellent results14-16 
in doing so. However, there is an ongoing prospec-
tive multicenter RCT of patients with ascending 
TAAs of 5.0 cm to 5.4 cm that will compare out-
comes of early elective surgery vs. medical surveil-
lance,39 the results of which could provide further 
guidance. For patients undergoing aortic valve surgery with 
concomitant ascending aortic aneurysm of ≥4.5 
cm, guidelines have previously recommended 
simultaneous aortic replacement in those with BAV. On the other hand, in patients who have undergone 
valve surgery without concomitant aortic aneurysm 
surgery, whether for an underlying bicuspid or tri-
cuspid aortic valve, the associated aneurysms have 
been shown to grow slowly and have low rates 
of aortic complications over time."
52_6,52,6,"However, there is an ongoing prospec-
tive multicenter RCT of patients with ascending 
TAAs of 5.0 cm to 5.4 cm that will compare out-
comes of early elective surgery vs. medical surveil-
lance,39 the results of which could provide further 
guidance. For patients undergoing aortic valve surgery with 
concomitant ascending aortic aneurysm of ≥4.5 
cm, guidelines have previously recommended 
simultaneous aortic replacement in those with BAV. On the other hand, in patients who have undergone 
valve surgery without concomitant aortic aneurysm 
surgery, whether for an underlying bicuspid or tri-
cuspid aortic valve, the associated aneurysms have 
been shown to grow slowly and have low rates 
of aortic complications over time. Still, data have 
also shown the safety of performing concomitant 
aneurysm repair at a diameter of ≥4.5 cm by expe-
rienced surgeons working in a Multidisciplinary 
Aortic Team.16,18-21,40-43 Nevertheless, until there are 
better predictors for aortic complications, in general 
it is reasonable in patients undergoing aortic valve 
repair or replacement to offer concomitant aneu-
rysm surgery for those with aneurysms of ≥5.0 cm, 
because of the faster rate of growth and higher 
risk of aortic dissection. Aortic root replacement 
should be individualized based on the type of aortic 
valve surgery (ie, valve repair with or without valve-
sparing root versus valve replacement, mechani-
cal versus bioprosthetic root replacement), patient 
condition, patient age, and comorbidities."
52_7,52,7,"On the other hand, in patients who have undergone 
valve surgery without concomitant aortic aneurysm 
surgery, whether for an underlying bicuspid or tri-
cuspid aortic valve, the associated aneurysms have 
been shown to grow slowly and have low rates 
of aortic complications over time. Still, data have 
also shown the safety of performing concomitant 
aneurysm repair at a diameter of ≥4.5 cm by expe-
rienced surgeons working in a Multidisciplinary 
Aortic Team.16,18-21,40-43 Nevertheless, until there are 
better predictors for aortic complications, in general 
it is reasonable in patients undergoing aortic valve 
repair or replacement to offer concomitant aneu-
rysm surgery for those with aneurysms of ≥5.0 cm, 
because of the faster rate of growth and higher 
risk of aortic dissection. Aortic root replacement 
should be individualized based on the type of aortic 
valve surgery (ie, valve repair with or without valve-
sparing root versus valve replacement, mechani-
cal versus bioprosthetic root replacement), patient 
condition, patient age, and comorbidities. In those 
undergoing cardiac surgery for indications other 
than aortic valve repair, concomitant prophylactic 
aortic replacement at a diameter of 5.0 cm may be 
reasonable, because it would provide a margin of 
safety against future aortic dissection, particularly 
because cardiac surgery itself becomes an addi-
tional risk factor for subsequent aortic dissection."
52_8,52,8,"Still, data have 
also shown the safety of performing concomitant 
aneurysm repair at a diameter of ≥4.5 cm by expe-
rienced surgeons working in a Multidisciplinary 
Aortic Team.16,18-21,40-43 Nevertheless, until there are 
better predictors for aortic complications, in general 
it is reasonable in patients undergoing aortic valve 
repair or replacement to offer concomitant aneu-
rysm surgery for those with aneurysms of ≥5.0 cm, 
because of the faster rate of growth and higher 
risk of aortic dissection. Aortic root replacement 
should be individualized based on the type of aortic 
valve surgery (ie, valve repair with or without valve-
sparing root versus valve replacement, mechani-
cal versus bioprosthetic root replacement), patient 
condition, patient age, and comorbidities. In those 
undergoing cardiac surgery for indications other 
than aortic valve repair, concomitant prophylactic 
aortic replacement at a diameter of 5.0 cm may be 
reasonable, because it would provide a margin of 
safety against future aortic dissection, particularly 
because cardiac surgery itself becomes an addi-
tional risk factor for subsequent aortic dissection. Data from the IRAD showed that ∼60% of patients 
with acute type A aortic dissection had maximal 
aortic diameters of <5.5 cm32 at presentation, a 
finding that has been corroborated by others.31,44 
Conversely, most patients with aneurysms <5.5 
cm who are managed medically do not suffer aor-
tic dissection or rupture. Therefore, absolute aor-
tic diameter is far from an ideal predictor of risk."
53_0,53,0,"CLINICAL STATEMENTS  
AND GUIDELINESinclude the ratio of aortic diameter to either patient 
height or BSA,23 the ratio of aortic area to height,14,15 
the ascending aortic length (centerline, from annu-
lus to innominate artery takeoff),14,15,45-47 aortic 
stiffness, and peak aortic wall stress.25,48-50 All are 
retrospectively promising, but none has been pro-
spectively validated. A cross-sectional aortic area 
to patient height ratio of ≥10 cm2/m was found to 
correlate with increased mortality among unoper-
ated patients with root or ascending aortic aneu-
rysms and either a tricuspid15 or BAV.14 The use 
of the cross-sectional aortic area to height ratio is 
most appropriate in patients whose height is >1 
standard deviation above or below the mean. A single-center large database of TAA has grown 
considerably and was reevaluated with indexing 
of aortic diameter to BSA (ASI) or height (AHI), to 
improve the prediction of adverse aortic events.23 
Height was preferred because the variable nature 
of weight and the underlying genetic contribu-
tion to height. Recommendations for prophylactic 
repair at aortic diameters of <5.5 cm have been 
proposed but not systematically tested in large-
scale multicenter trials. Experienced surgeons in 
a Multidisciplinary Aortic Team38 may consider the 
use of such ratios when determining the optimal 
timing of intervention. This may be particular useful 
for female patients, but more studies are required to 
further evaluate surgical thresholds in women with 
aneurysms of the aortic root or ascending aorta."
53_1,53,1,"Recommendations for prophylactic 
repair at aortic diameters of <5.5 cm have been 
proposed but not systematically tested in large-
scale multicenter trials. Experienced surgeons in 
a Multidisciplinary Aortic Team38 may consider the 
use of such ratios when determining the optimal 
timing of intervention. This may be particular useful 
for female patients, but more studies are required to 
further evaluate surgical thresholds in women with 
aneurysms of the aortic root or ascending aorta. Surgical Approach for Patients With Sporadic 
Aneurysms of the Aortic Root and Ascending Aorta 
Meeting Criteria for SurgeryRecommendations for Surgical Approach for Patients With Sporadic 
Aneurysms of the Aortic Root and Ascending Aorta Meeting Criteria for 
Surgery
Referenced studies that support the recommendations are 
summarized in the Online Data Supplement. In patients with an aneurysm isolated to the 
ascending aorta who meet criteria for surgery, 
aneurysm resection and replacement with an 
interposition graft should be performed.1,2
1 B-NR2. In patients undergoing aortic valve repair or 
replacement with a concomitant ascending 
aortic aneurysm, a separate aortic valve inter-
vention and ascending aortic graft is recom-
mended.3-6
1 B-NR3. In patients undergoing aortic root replace-
ment with an aortic valve that is unsuitable for 
sparing or repair, a mechanical or biological 
valved conduit aortic root replacement is indi-
cated.1,2,7 ,8
2a B-NR4."
53_2,53,2,"In patients with an aneurysm isolated to the 
ascending aorta who meet criteria for surgery, 
aneurysm resection and replacement with an 
interposition graft should be performed.1,2
1 B-NR2. In patients undergoing aortic valve repair or 
replacement with a concomitant ascending 
aortic aneurysm, a separate aortic valve inter-
vention and ascending aortic graft is recom-
mended.3-6
1 B-NR3. In patients undergoing aortic root replace-
ment with an aortic valve that is unsuitable for 
sparing or repair, a mechanical or biological 
valved conduit aortic root replacement is indi-
cated.1,2,7 ,8
2a B-NR4. In patients undergoing aortic root replace-
ment, valve-sparing aortic root replacement 
is reasonable if the aortic valve is suitable 
for sparing or repair and when performed by 
experienced surgeons in a Multidisciplinary 
Aortic Team.9-21Synopsis
The goal of prophylactic repair of aneurysms of the aortic 
root and ascending aorta is to prevent life-threatening 
complications from acute aortic events such as aortic dis-
section, aortic rupture, or sudden death. This goal is best 
achieved when the risk of future adverse aortic events is 
greater than the expected surgical mortality (considering 
both the surgeon’s and institutional experience). The STS 
database has clearly shown that proximal thoracic aortic 
surgery has a lower operative mortality when performed 
electively rather than emergently (2.2% versus 17 .2%, 
respectively).1
Recommendation-Specific Supportive Text
1. Proximal thoracic aortic operations in the United 
States, including ascending thoracic aortic replace-
ment and aortic root replacement, have an over-
all elective mortality rate of 2.2%."
53_3,53,3,"This goal is best 
achieved when the risk of future adverse aortic events is 
greater than the expected surgical mortality (considering 
both the surgeon’s and institutional experience). The STS 
database has clearly shown that proximal thoracic aortic 
surgery has a lower operative mortality when performed 
electively rather than emergently (2.2% versus 17 .2%, 
respectively).1
Recommendation-Specific Supportive Text
1. Proximal thoracic aortic operations in the United 
States, including ascending thoracic aortic replace-
ment and aortic root replacement, have an over-
all elective mortality rate of 2.2%. Consequently, 
patients who meet criteria for aneurysm repair and 
have low operative risk can undergo prophylactic 
resection and graft placement with low operative 
mortality risk.1 Similar results were obtained when 
examining the Nationwide Inpatient Sample in 
which operative mortality rate for proximal thoracic 
aortic surgery was 2.5%.2
2. Single-institution studies have shown that the 
addition of ascending TAA repair to AVR does not 
increase operative mortality in experienced aor-
tic centers.22-24 However, such results may not be 
reproducible at low-volume centers that have a 
higher operative mortality rate for isolated proximal 
thoracic aortic surgery.1,2 Root-sparing AVR with 
concomitant ascending aneurysm repair is accept-
able, because data suggest the aortic root dilates 
at a slower rate than does the ascending aorta, 
and studies of root-sparing surgery have shown no 
increase in long-term adverse aortic events.3-6,25
3. Surgical approaches to replace the aortic root 
should be guided by the aortic valve anatomy."
53_4,53,4,"Consequently, 
patients who meet criteria for aneurysm repair and 
have low operative risk can undergo prophylactic 
resection and graft placement with low operative 
mortality risk.1 Similar results were obtained when 
examining the Nationwide Inpatient Sample in 
which operative mortality rate for proximal thoracic 
aortic surgery was 2.5%.2
2. Single-institution studies have shown that the 
addition of ascending TAA repair to AVR does not 
increase operative mortality in experienced aor-
tic centers.22-24 However, such results may not be 
reproducible at low-volume centers that have a 
higher operative mortality rate for isolated proximal 
thoracic aortic surgery.1,2 Root-sparing AVR with 
concomitant ascending aneurysm repair is accept-
able, because data suggest the aortic root dilates 
at a slower rate than does the ascending aorta, 
and studies of root-sparing surgery have shown no 
increase in long-term adverse aortic events.3-6,25
3. Surgical approaches to replace the aortic root 
should be guided by the aortic valve anatomy. If the 
aortic valve is unsuitable for sparing or repair (eg, 
large fenestrations, calcification), a mechanical- or 
biological-valved conduit aortic root replacement 
should be performed because, when elective, 
this procedure has an operative mortality rate of 
2.2% in the United States based on the STS data-
base.2,26 Single-institution series from centers with 
Multidisciplinary Aortic Teams have also shown 
excellent results both with and without concomi-
tant hemiarch replacement.7 Long-term outcomes 
are similar with mechanical- versus biological-
valved conduit aortic root replacements, even in 
patients <70 years old.8
4."
53_5,53,5,"Single-institution studies have shown that the 
addition of ascending TAA repair to AVR does not 
increase operative mortality in experienced aor-
tic centers.22-24 However, such results may not be 
reproducible at low-volume centers that have a 
higher operative mortality rate for isolated proximal 
thoracic aortic surgery.1,2 Root-sparing AVR with 
concomitant ascending aneurysm repair is accept-
able, because data suggest the aortic root dilates 
at a slower rate than does the ascending aorta, 
and studies of root-sparing surgery have shown no 
increase in long-term adverse aortic events.3-6,25
3. Surgical approaches to replace the aortic root 
should be guided by the aortic valve anatomy. If the 
aortic valve is unsuitable for sparing or repair (eg, 
large fenestrations, calcification), a mechanical- or 
biological-valved conduit aortic root replacement 
should be performed because, when elective, 
this procedure has an operative mortality rate of 
2.2% in the United States based on the STS data-
base.2,26 Single-institution series from centers with 
Multidisciplinary Aortic Teams have also shown 
excellent results both with and without concomi-
tant hemiarch replacement.7 Long-term outcomes 
are similar with mechanical- versus biological-
valved conduit aortic root replacements, even in 
patients <70 years old.8
4. In younger patients with an aortic valve that is ame-
nable to sparing or repair, elective valve-sparing"
54_0,54,0,"CLINICAL STATEMENTS  
AND GUIDELINESaortic root replacement has been performed safely 
by experienced surgeons in a Multidisciplinary 
Aortic Team.9-11,21 In patients with aortic root aneu-
rysms without an underlying genetic disorder, 
valve-sparing aortic root replacement has been 
performed by either the reimplantation or remodel-
ing technique with comparable survival and valve 
durability.12
6.5.2. Aortic Arch AneurysmsRecommendations for Aortic Arch Aneurysms
Referenced studies that support the recommendations are 
summarized in the Online Data Supplement. In patients with an aortic arch aneurysm 
who have symptoms attributable to the 
aneurysm and are at low or intermediate 
operative risk, open surgical replacement is 
recommended. In patients with an isolated aortic arch 
aneurysm who are asymptomatic and have 
a low operative risk, open surgical replace-
ment at an arch diameter of ≥ 5.5 cm is 
 reasonable.1-3
2a C-LD3. In patients undergoing open surgical repair of 
an ascending aortic aneurysm, if the aneurys-
mal disease extends into the proximal aortic 
arch, it is reasonable to extend the repair with 
a hemiarch replacement.4,5
2b C-LD4. In patients undergoing open surgical repair 
of an aortic arch aneurysm, if the aneurysmal 
disease extends into the proximal descending 
thoracic aorta, an elephant trunk procedure 
may be considered.6,7
2b C-EO5. In patients with an aortic arch aneurysm who 
are asymptomatic but meet criteria for inter-
vention, but have a high risk from open surgi-
cal repair, a hybrid or endovascular approach 
may be reasonable."
54_1,54,1,"In patients undergoing open surgical repair of 
an ascending aortic aneurysm, if the aneurys-
mal disease extends into the proximal aortic 
arch, it is reasonable to extend the repair with 
a hemiarch replacement.4,5
2b C-LD4. In patients undergoing open surgical repair 
of an aortic arch aneurysm, if the aneurysmal 
disease extends into the proximal descending 
thoracic aorta, an elephant trunk procedure 
may be considered.6,7
2b C-EO5. In patients with an aortic arch aneurysm who 
are asymptomatic but meet criteria for inter-
vention, but have a high risk from open surgi-
cal repair, a hybrid or endovascular approach 
may be reasonable. Synopsis
Aortic arch aneurysms are the least common of the TAA, 
because <10% of aneurysms involve the arch only; in 
most cases, arch aneurysms are associated with adja-
cent pathology.1 Previous aortic dissection is the most 
common cause of arch aneurysms; in a large meta-
analysis, only 28.3% of patients undergoing intervention 
on the arch had de novo aneurysmal disease, with the 
remainder resulting from acute or chronic aortic dissec-
tion. The risk of dissection or rupture, as related to aor-
tic diameter, is presumed to be similar in the arch as in 
other thoracic locations, although no large reports con-
sider arch dimensions alone. Additionally, because of the 
proximity of the aortic arch to other thoracic structures, 
dilation may result in symptoms before the diameter 
reaches a threshold typically considered for intervention."
54_2,54,2,"Synopsis
Aortic arch aneurysms are the least common of the TAA, 
because <10% of aneurysms involve the arch only; in 
most cases, arch aneurysms are associated with adja-
cent pathology.1 Previous aortic dissection is the most 
common cause of arch aneurysms; in a large meta-
analysis, only 28.3% of patients undergoing intervention 
on the arch had de novo aneurysmal disease, with the 
remainder resulting from acute or chronic aortic dissec-
tion. The risk of dissection or rupture, as related to aor-
tic diameter, is presumed to be similar in the arch as in 
other thoracic locations, although no large reports con-
sider arch dimensions alone. Additionally, because of the 
proximity of the aortic arch to other thoracic structures, 
dilation may result in symptoms before the diameter 
reaches a threshold typically considered for intervention. Intervention to treat arch aneurysms carries an increased 
risk given the need to manage the great vessels and 
protect the brain. Various techniques have been devel-
oped, including the use of hypothermic circulatory arrest and specialized branched grafts to aid in reconstruction. Because of the juxtaposition of the aortic arch to 
other vascular structures, nerves, trachea, and the 
esophagus, symptoms may develop because of the 
mass effect from encroachment on adjoining struc-
tures. Ortner’s syndrome is unilateral hoarseness 
secondary to inflammation or stretching of the left 
recurrent laryngeal nerve.8 Dysphagia aortica can 
be caused by extrinsic compression of the esopha-
gus by either fusiform or saccular aneurysms of 
the arch."
